ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
996	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73900277	73900469	73900277	73900385	73900634	73900736
997	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73905650	73905893	73905650	73905863	73906156	73906219
998	"ENSMUSG00000024694"	"Keg1"	chr19	+	12710981	12711089	12711011	12711089	12709596	12709686
999	"ENSMUSG00000069910"	"Spdl1"	chr11	-	34822373	34822472	34822373	34822468	34822559	34822709
1000	"ENSMUSG00000015468"	"Notch4"	chr17	+	34585885	34586209	34585904	34586209	34584990	34585129
1001	"ENSMUSG00000006715"	"Gmnn"	chr13	-	24757595	24757673	24757595	24757668	24760159	24760217
1002	"ENSMUSG00000037321"	"Tap1"	chr17	+	34193127	34193316	34193157	34193316	34192836	34192965
1003	"ENSMUSG00000042447"	"Mios"	chr6	+	8233049	8234361	8234231	8234361	8231160	8231313
1004	"ENSMUSG00000032198"	"Dock6"	chr9	-	21804718	21804850	21804718	21804792	21809520	21809664
1005	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123243687	123243795	123243687	123243792	123245113	123245210
1006	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123247966	123248071	123247966	123248054	123248153	123248206
1007	"ENSMUSG00000022946"	"Dop1b"	chr16	+	93798902	93798985	93798905	93798985	93793086	93793231
1008	"ENSMUSG00000022946"	"Dop1b"	chr16	+	93806334	93806471	93806387	93806471	93803461	93803590
1009	"ENSMUSG00000054836"	"Elp6"	chr9	+	110315750	110315952	110315796	110315952	110313975	110314094
1010	"ENSMUSG00000026111"	"Unc50"	chr1	+	37431292	37431576	37431296	37431576	37430201	37430427
1011	"ENSMUSG00000053730"	"Tmem39b"	chr4	-	129692432	129692673	129692432	129692516	129693065	129693285
1012	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264655	141264492	141264559	141264724	141264783
1013	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264655	141264492	141264559	141265074	141265291
1014	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264783	141264492	141264559	141265074	141265291
1015	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264783	141264492	141264655	141265074	141265291
1016	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20381748	20381821	20381752	20381821	20378763	20378883
1017	"ENSMUSG00000018570"	"2810408A11Rik"	chr11	-	69899705	69899926	69899705	69899810	69900302	69900957
1018	"ENSMUSG00000057503"	"Olfr1459"	chr19	-	13138020	13146685	13138020	13144928	13149242	13149314
1019	"ENSMUSG00000015365"	"Mov10l1"	chr15	+	89022000	89022122	89022032	89022122	89021163	89021310
1020	"ENSMUSG00000021709"	"Erbin"	chr13	-	103824719	103824926	103824719	103824848	103827906	103828023
1021	"ENSMUSG00000000606"	"Vmn2r88"	chr14	+	51417974	51420721	51417977	51420721	51413719	51414523
1022	"ENSMUSG00000000606"	"Vmn2r88"	chr14	+	51417974	51420721	51417977	51420721	51415338	51415563
1023	"ENSMUSG00000000606"	"Vmn2r88"	chr14	+	51417974	51420721	51417977	51420721	51416704	51416828
1024	"ENSMUSG00000033228"	"Scaf11"	chr15	-	96415031	96415151	96415031	96415149	96415776	96415947
1025	"ENSMUSG00000033228"	"Scaf11"	chr15	-	96434919	96434997	96434919	96434996	96438181	96438350
1026	"ENSMUSG00000054434"	"Tmem120b"	chr5	+	123101610	123101684	123101624	123101684	123098174	123098293
1027	"ENSMUSG00000054434"	"Tmem120b"	chr5	+	123101610	123101684	123101624	123101684	123099836	123099953
1028	"ENSMUSG00000004894"	"Hapln2"	chr3	-	88023764	88024118	88023764	88024009	88024329	88024471
1029	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69519964	69520026
1030	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69521537	69521686
1031	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69654960	69655037	69654963	69655037	69652393	69652472
1032	"ENSMUSG00000040667"	"Nup88"	chr11	-	70944481	70944580	70944481	70944562	70944672	70944738
1033	"ENSMUSG00000040667"	"Nup88"	chr11	-	70944844	70944985	70944844	70944970	70945202	70945361
1034	"ENSMUSG00000040667"	"Nup88"	chr11	-	70947701	70947803	70947701	70947799	70950145	70950236
1035	"ENSMUSG00000002105"	"Slc39a13"	chr2	-	91065581	91065714	91065581	91065700	91066012	91066126
1036	"ENSMUSG00000002105"	"Slc39a13"	chr2	-	91065581	91065739	91065581	91065700	91066012	91066126
1037	"ENSMUSG00000002105"	"Slc39a13"	chr2	-	91065581	91065739	91065581	91065714	91066012	91066126
1038	"ENSMUSG00000024349"	"Tmem173"	chr18	-	35739039	35739220	35739039	35739097	35739350	35739577
1039	"ENSMUSG00000035486"	"Plk5"	chr10	+	80358774	80358916	80358786	80358916	80358241	80358358
1040	"ENSMUSG00000052794"	"1700030K09Rik"	chr8	+	72455113	72455567	72455215	72455567	72451358	72451432
1041	"ENSMUSG00000090961"	"Vmn2r8"	chr5	-	108791842	108798921	108791842	108798100	108799245	108799369
1042	"ENSMUSG00000090961"	"Vmn2r8"	chr5	-	108801689	108802496	108801689	108802433	108803094	108803374
1043	"ENSMUSG00000063870"	"Chd4"	chr6	+	125100777	125100993	125100798	125100993	125100467	125100589
1044	"ENSMUSG00000063870"	"Chd4"	chr6	+	125102431	125102610	125102470	125102610	125102162	125102298
1045	"ENSMUSG00000033628"	"Pik3c3"	chr18	+	30311146	30311325	30311219	30311325	30304974	30305042
1046	"ENSMUSG00000033773"	"Rpap2"	chr5	+	107641782	107642922	107641953	107642922	107633062	107633131
1047	"ENSMUSG00000008307"	"1700109H08Rik"	chr5	+	3580404	3580556	3580452	3580556	3577239	3577344
1048	"ENSMUSG00000061780"	"Cfd"	chr10	+	79891455	79891612	79891458	79891612	79890852	79890980
1049	"ENSMUSG00000024906"	"Mus81"	chr19	-	5483107	5483221	5483107	5483191	5483454	5483558
1050	"ENSMUSG00000024906"	"Mus81"	chr19	-	5483634	5483763	5483634	5483665	5483929	5484025
1051	"ENSMUSG00000026280"	"Atg4b"	chr1	+	93775627	93778364	93778284	93778364	93775132	93775234
1052	"ENSMUSG00000035683"	"Melk"	chr4	+	44308905	44309049	44308947	44309049	44306989	44307106
1053	"ENSMUSG00000029238"	"Clock"	chr5	-	76229357	76229563	76229357	76229560	76230164	76230359
1054	"ENSMUSG00000029238"	"Clock"	chr5	-	76254373	76254463	76254373	76254441	76262674	76262766
1055	"ENSMUSG00000018861"	"Fdxr"	chr11	-	115271876	115271999	115271876	115271975	115272186	115272282
1056	"ENSMUSG00000020647"	"Ncoa1"	chr12	-	4259211	4259395	4259211	4259309	4263433	4263608
1057	"ENSMUSG00000004698"	"Hdac9"	chr12	-	34433080	34433231	34433080	34433222	34437136	34437378
1058	"ENSMUSG00000030231"	"Plekha5"	chr6	+	140579426	140579476	140579429	140579476	140577226	140577338
1059	"ENSMUSG00000030231"	"Plekha5"	chr6	+	140593554	140597110	140596248	140597110	140591627	140591764
1060	"ENSMUSG00000018677"	"Slc25a39"	chr11	-	102405692	102405826	102405692	102405802	102406205	102406250
1061	"ENSMUSG00000063808"	"Gpatch1"	chr7	-	35308178	35308339	35308178	35308331	35309300	35309386
1062	"ENSMUSG00000023963"	"Cyp39a1"	chr17	+	43749903	43751431	43751070	43751431	43746524	43746612
1063	"ENSMUSG00000031738"	"Irx6"	chr8	+	92679645	92680956	92679648	92680956	92678214	92678817
1064	"ENSMUSG00000028707"	"Dmbx1"	chr4	-	115920532	115920726	115920532	115920711	115923648	115923814
1065	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863908	24863771	24863905	24877454	24877626
1066	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863929	24863771	24863905	24877454	24877626
1067	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863929	24863771	24863908	24877454	24877626
1068	"ENSMUSG00000043259"	"Fam13c"	chr10	+	70553028	70553225	70553031	70553225	70551694	70551790
1069	"ENSMUSG00000033767"	"Tmem131l"	chr3	-	83900326	83900418	83900326	83900415	83901345	83901466
1070	"ENSMUSG00000033767"	"Tmem131l"	chr3	-	83913263	83913388	83913263	83913385	83919450	83919599
1071	"ENSMUSG00000033767"	"Tmem131l"	chr3	-	83921939	83922562	83921939	83922559	83922947	83923097
1072	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73666310	73666470	73666310	73666440	73666854	73667059
1073	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73666854	73667059	73666854	73666998	73668130	73668287
1074	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73674435	73674632	73674435	73674617	73675368	73675506
1075	"ENSMUSG00000051910"	"Sox6"	chr7	-	115550009	115550159	115550009	115550156	115580564	115580644
1076	"ENSMUSG00000051910"	"Sox6"	chr7	-	115597495	115597619	115597495	115597616	115659515	115659584
1077	"ENSMUSG00000091898"	"Tnnc1"	chr14	+	31211279	31211416	31211305	31211416	31210563	31210678
1078	"ENSMUSG00000006345"	"Ggt1"	chr10	+	75574228	75574396	75574231	75574396	75573610	75573748
1079	"ENSMUSG00000006345"	"Ggt1"	chr10	+	75581296	75581433	75581323	75581433	75580503	75580653
1080	"ENSMUSG00000039697"	"Ncoa7"	chr10	-	30690756	30691787	30690756	30691754	30694068	30694253
1081	"ENSMUSG00000017740"	"Slc12a5"	chr2	+	164974415	164974579	164974447	164974579	164973686	164973781
1082	"ENSMUSG00000049321"	"Zfp2"	chr11	-	50910435	50910528	50910435	50910525	50910705	50910876
1083	"ENSMUSG00000049321"	"Zfp2"	chr11	-	50910435	50910528	50910435	50910525	50910749	50910876
1084	"ENSMUSG00000049321"	"Zfp2"	chr11	-	50910749	50910895	50910749	50910876	50912279	50912404
1085	"ENSMUSG00000027018"	"Hat1"	chr2	+	71434033	71434206	71434054	71434206	71421632	71421739
1086	"ENSMUSG00000018669"	"Cdk5rap3"	chr11	-	96912216	96912436	96912216	96912395	96913005	96913054
1087	"ENSMUSG00000018669"	"Cdk5rap3"	chr11	-	96913664	96913877	96913664	96913796	96916150	96916196
1088	"ENSMUSG00000032235"	"Ice2"	chr9	+	69407116	69407366	69407264	69407366	69400476	69400581
1089	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32051629	32051849	32051682	32051849	32051145	32051210
1090	"ENSMUSG00000027488"	"Snta1"	chr2	-	154378007	154378216	154378007	154378204	154380673	154380804
1091	"ENSMUSG00000030199"	"Etv6"	chr6	+	134137284	134137417	134137287	134137417	134066306	134066465
1092	"ENSMUSG00000093482"	"Gm20619"	chr6	+	6362333	6362778	6362449	6362778	6315871	6315927
1093	"ENSMUSG00000020982"	"Nemf"	chr12	-	69353793	69353942	69353793	69353892	69354646	69354772
1094	"ENSMUSG00000029053"	"Prkcz"	chr4	-	155294266	155294435	155294266	155294398	155300929	155301015
1095	"ENSMUSG00000044005"	"Gls2"	chr10	+	128200143	128200302	128200172	128200302	128199636	128199758
1096	"ENSMUSG00000032936"	"Camkv"	chr9	+	107945488	107945620	107945519	107945620	107945278	107945382
1097	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16992277	16993573	16992277	16992319	16995613	16995671
1098	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16997633	16997703	16997633	16997656	16997773	16997856
1099	"ENSMUSG00000002297"	"Dbf4"	chr5	-	8404870	8404916	8404870	8404913	8405801	8405838
1100	"ENSMUSG00000025813"	"Homer2"	chr7	-	81618575	81618715	81618575	81618682	81624251	81624344
1101	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10590135	10595354	10595278	10595354	10585496	10585652
1102	"ENSMUSG00000025137"	"Pcyt2"	chr11	-	120613640	120613774	120613640	120613725	120614330	120614397
1103	"ENSMUSG00000025858"	"Get4"	chr5	+	139262869	139262951	139262872	139262951	139262480	139262559
1104	"ENSMUSG00000022995"	"Enah"	chr1	-	181921657	181922500	181921657	181921768	181923559	181923840
1105	"ENSMUSG00000053253"	"Ndfip2"	chr14	+	105298002	105304836	105304730	105304836	105294798	105294892
1106	"ENSMUSG00000026885"	"Ttll11"	chr2	-	35889264	35889380	35889264	35889370	35890271	35890367
1107	"ENSMUSG00000015149"	"Sirt2"	chr7	+	28787916	28788660	28787919	28788660	28787761	28787828
1108	"ENSMUSG00000064293"	"Cntn4"	chr6	+	106662572	106662693	106662575	106662693	106655502	106655678
1109	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22698728	22698933	22698792	22698933	22697421	22697501
1110	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22904634	22904802	22904672	22904802	22901987	22902216
1111	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22904634	22904802	22904715	22904802	22901987	22902216
1112	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22904672	22904802	22904715	22904802	22901987	22902216
1113	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79858951	79859271	79859071	79859271	79858751	79858824
1114	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79859071	79859271	79859088	79859271	79858951	79858981
1115	"ENSMUSG00000035439"	"Haus8"	chr8	-	71256458	71256554	71256458	71256551	71257355	71257425
1116	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3898547	3898875	3898547	3898638	3898979	3899119
1117	"ENSMUSG00000039375"	"Wdr17"	chr8	-	54635444	54635543	54635444	54635539	54638286	54638388
1118	"ENSMUSG00000039375"	"Wdr17"	chr8	-	54643113	54643249	54643113	54643225	54645337	54645358
1119	"ENSMUSG00000039375"	"Wdr17"	chr8	-	54687525	54687777	54687525	54687726	54690003	54690234
1120	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347258	76347817	76347258	76347387	76347895	76348004
1121	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347663	76347807	76347663	76347789	76347895	76348004
1122	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347663	76347817	76347663	76347789	76347895	76348004
1123	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347663	76347817	76347663	76347807	76347895	76348004
1124	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76348085	76348227	76348085	76348222	76348300	76348435
1125	"ENSMUSG00000047034"	"Ankrd33"	chr15	+	101116576	101116706	101116580	101116706	101116114	101116348
1126	"ENSMUSG00000025793"	"Hgs"	chr11	+	120471479	120471603	120471527	120471603	120470034	120470127
1127	"ENSMUSG00000025793"	"Hgs"	chr11	+	120479086	120479297	120479089	120479297	120478694	120478754
1128	"ENSMUSG00000025793"	"Hgs"	chr11	+	120479086	120479297	120479236	120479297	120478694	120478754
1129	"ENSMUSG00000025793"	"Hgs"	chr11	+	120479089	120479297	120479236	120479297	120478694	120478754
1130	"ENSMUSG00000030209"	"Grin2b"	chr6	-	136172864	136173103	136172864	136172937	136173472	136173511
1131	"ENSMUSG00000037816"	"Fbxw17"	chr13	+	50432170	50432346	50432175	50432346	50431539	50431750
1132	"ENSMUSG00000032067"	"Pts"	chr9	-	50524722	50524964	50524722	50524779	50525261	50525284
1133	"ENSMUSG00000032067"	"Pts"	chr9	-	50526869	50527016	50526869	50526949	50528145	50528646
1134	"ENSMUSG00000039328"	"Rnf122"	chr8	+	31128251	31128334	31128254	31128334	31125165	31125207
1135	"ENSMUSG00000039607"	"Rbms3"	chr9	-	117109960	117110118	117109960	117110115	117251726	117252479
1136	"ENSMUSG00000057788"	"Ddx49"	chr8	-	70294686	70294835	70294686	70294761	70295366	70295464
1137	"ENSMUSG00000118461"	"AC196443.1"	chrY	-	29653352	29653451	29653352	29653446	29655463	29655563
1138	"ENSMUSG00000118461"	"AC196443.1"	chrY	-	29683261	29683396	29683261	29683393	29684577	29684609
1139	"ENSMUSG00000053552"	"Ebf4"	chr2	+	130365459	130365657	130365575	130365657	130362245	130362431
1140	"ENSMUSG00000053552"	"Ebf4"	chr2	+	130369367	130369513	130369437	130369513	130365459	130365657
1141	"ENSMUSG00000027673"	"Ndufb5"	chr3	+	32747596	32747789	32747727	32747789	32746447	32746514
1142	"ENSMUSG00000018433"	"Nol11"	chr11	-	107173209	107173461	107173209	107173401	107173603	107173729
1143	"ENSMUSG00000026333"	"Gin1"	chr1	+	97782926	97783232	97783193	97783232	97777325	97777519
1144	"ENSMUSG00000062497"	"Olfr1411"	chr1	+	92596296	92597753	92596376	92597753	92594410	92594854
1145	"ENSMUSG00000020430"	"Pes1"	chr11	+	3973436	3973538	3973448	3973538	3973196	3973368
1146	"ENSMUSG00000067525"	"Olfr1427"	chr19	-	12098005	12099665	12098005	12099088	12103131	12103334
1147	"ENSMUSG00000067525"	"Olfr1427"	chr19	-	12098005	12101144	12098005	12099088	12103131	12103334
1148	"ENSMUSG00000067525"	"Olfr1427"	chr19	-	12098005	12101144	12098005	12099665	12103131	12103334
1149	"ENSMUSG00000002058"	"Unc119"	chr11	+	78348464	78349164	78348530	78349164	78348086	78348259
1150	"ENSMUSG00000034533"	"Scn10a"	chr9	-	119633740	119633881	119633740	119633878	119635442	119635895
1151	"ENSMUSG00000007279"	"Scube2"	chr7	-	109810584	109810755	109810584	109810751	109824764	109824971
1152	"ENSMUSG00000033900"	"Map9"	chr3	+	82358974	82359124	82359030	82359124	82358071	82358255
1153	"ENSMUSG00000001151"	"Pcnt"	chr10	-	76356163	76356396	76356163	76356236	76357034	76357154
1154	"ENSMUSG00000087516"	"Tbx3os1"	chr5	-	119570512	119570728	119570512	119570714	119571452	119571539
1155	"ENSMUSG00000075075"	"Olfr1253"	chr2	-	89749485	89753058	89749485	89752886	89754628	89754837
1156	"ENSMUSG00000040147"	"Maob"	chrX	-	16734073	16734223	16734073	16734117	16735971	16736113
1157	"ENSMUSG00000021499"	"Catsper3"	chr13	+	55798743	55798983	55798782	55798983	55786365	55786519
1158	"ENSMUSG00000098950"	"Gm28036"	chr2	-	156126318	156126402	156126318	156126334	156127010	156127092
1159	"ENSMUSG00000115404"	"Vmn1r31"	chr6	-	58470940	58472930	58470940	58472784	58475205	58475330
1160	"ENSMUSG00000115404"	"Vmn1r31"	chr6	-	58470940	58472930	58470940	58472784	58475244	58475330
1161	"ENSMUSG00000028514"	"Usp24"	chr4	+	106359012	106359174	106359015	106359174	106358399	106358474
1162	"ENSMUSG00000022710"	"Usp7"	chr16	-	8698719	8698850	8698719	8698809	8699142	8699287
1163	"ENSMUSG00000018750"	"Zbtb4"	chr11	+	69775801	69776889	69775861	69776889	69775375	69775442
1164	"ENSMUSG00000000263"	"Glra1"	chr11	-	55514237	55515127	55514237	55515103	55520921	55521068
1165	"ENSMUSG00000040146"	"Rgl3"	chr9	-	21987850	21987904	21987850	21987899	21988045	21988275
1166	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91388344	91388464	91388344	91388446	91390606	91390663
1167	"ENSMUSG00000038644"	"Pold1"	chr7	-	44533884	44534487	44533884	44534017	44534563	44534716
1168	"ENSMUSG00000038644"	"Pold1"	chr7	-	44542103	44542409	44542103	44542250	44542764	44542878
1169	"ENSMUSG00000066242"	"Olfr467"	chr7	+	107814565	107816336	107814568	107816336	107812262	107812346
1170	"ENSMUSG00000091504"	"Vmn2r118"	chr17	-	55611392	55611927	55611392	55611690	55624472	55625192
1171	"ENSMUSG00000117270"	"Gm49953"	chr16	+	96112770	96112930	96112775	96112930	96098599	96098676
1172	"ENSMUSG00000061809"	"Tbpl2"	chr2	-	24076003	24076101	24076003	24076098	24087126	24087294
1173	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7889611	7889763	7889646	7889763	7885748	7885931
1174	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7892139	7892867	7892729	7892867	7889611	7889763
1175	"ENSMUSG00000046613"	"Vwa5b2"	chr16	+	20590652	20590898	20590672	20590898	20590469	20590531
1176	"ENSMUSG00000046613"	"Vwa5b2"	chr16	+	20604221	20604451	20604337	20604451	20604065	20604146
1177	"ENSMUSG00000053158"	"Fes"	chr7	-	80379610	80379734	80379610	80379704	80379817	80379912
1178	"ENSMUSG00000053158"	"Fes"	chr7	-	80382312	80382396	80382312	80382390	80382520	80382707
1179	"ENSMUSG00000053158"	"Fes"	chr7	-	80382312	80382431	80382312	80382390	80382520	80382707
1180	"ENSMUSG00000053158"	"Fes"	chr7	-	80382312	80382431	80382312	80382396	80382520	80382707
1181	"ENSMUSG00000019428"	"Fkbp8"	chr8	+	70531521	70531742	70531524	70531742	70531184	70531273
1182	"ENSMUSG00000019428"	"Fkbp8"	chr8	+	70534387	70534614	70534482	70534614	70534116	70534194
1183	"ENSMUSG00000028637"	"Ccdc30"	chr4	-	119331481	119331618	119331481	119331615	119333579	119333721
1184	"ENSMUSG00000028637"	"Ccdc30"	chr4	-	119352245	119352702	119352245	119352652	119353069	119353224
1185	"ENSMUSG00000028637"	"Ccdc30"	chr4	-	119400999	119401150	119400999	119401144	119404073	119404264
1186	"ENSMUSG00000029147"	"Ppm1g"	chr5	-	31206037	31206453	31206037	31206132	31207562	31207695
1187	"ENSMUSG00000029147"	"Ppm1g"	chr5	-	31207562	31207695	31207562	31207623	31208012	31208098
1188	"ENSMUSG00000019478"	"Rab4a"	chr8	+	123830232	123830387	123830270	123830387	123828995	123829058
1189	"ENSMUSG00000021720"	"Rnf180"	chr13	-	105252251	105252350	105252251	105252347	105270904	105271039
1190	"ENSMUSG00000092195"	"Vmn2r-ps87"	chr7	+	86865876	86866105	86865894	86866105	86864350	86865154
1191	"ENSMUSG00000044876"	"Zfp444"	chr7	+	6183789	6184202	6183861	6184202	6173981	6174101
1192	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108080824	108081023	108080921	108081023	108073306	108073454
1193	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108104394	108104530	108104425	108104530	108104265	108104318
1194	"ENSMUSG00000115020"	"Vmn1r218"	chr13	+	23135890	23146112	23136696	23146112	23133154	23133296
1195	"ENSMUSG00000115020"	"Vmn1r218"	chr13	+	23135890	23146112	23137820	23146112	23133154	23133296
1196	"ENSMUSG00000115020"	"Vmn1r218"	chr13	+	23136696	23146112	23137820	23146112	23133154	23133296
1197	"ENSMUSG00000115020"	"Vmn1r218"	chr13	+	23135890	23146112	23136696	23146112	23133154	23133362
1198	"ENSMUSG00000115482"	"Vmn1r36"	chr6	-	66715256	66716788	66715256	66716476	66718462	66718544
1199	"ENSMUSG00000115482"	"Vmn1r36"	chr6	-	66715256	66716941	66715256	66716476	66718462	66718544
1200	"ENSMUSG00000115482"	"Vmn1r36"	chr6	-	66715256	66716941	66715256	66716788	66718462	66718544
1201	"ENSMUSG00000027652"	"Ralgapb"	chr2	+	158443237	158443405	158443303	158443405	158440769	158440971
1202	"ENSMUSG00000027652"	"Ralgapb"	chr2	+	158450176	158450310	158450188	158450310	158448319	158448449
